timestamp,frame,gaze,hand,trajectory,predicted_action,alert_flag
1744349468.49,4700,unknown,unknown,right,unknown,NO
1744349469.2,4710,unknown,unknown,left,unknown,NO
1744349469.9,4720,unknown,unknown,center,unknown,NO
1744349470.61,4730,unknown,unknown,left,unknown,NO
1744349471.31,4740,unknown,unknown,left,unknown,NO
1744349472.03,4750,unknown,unknown,right,unknown,NO
1744349472.74,4760,unknown,unknown,right,unknown,NO
1744349473.44,4770,unknown,unknown,center,unknown,NO
1744349474.13,4780,unknown,unknown,right,unknown,NO
1744349474.86,4790,unknown,unknown,left,unknown,NO
1744349475.55,4800,unknown,unknown,left,unknown,NO
1744349476.27,4810,unknown,unknown,left,unknown,NO
1744349476.97,4820,unknown,unknown,center,unknown,NO
1744349477.68,4830,unknown,unknown,right,unknown,NO
1744349478.38,4840,unknown,unknown,center,unknown,NO
1744349479.09,4850,unknown,unknown,center,unknown,NO
1744349479.8,4860,unknown,unknown,left,unknown,NO
1744349480.5,4870,unknown,unknown,center,unknown,NO
1744349481.22,4880,unknown,unknown,center,unknown,NO
1744349481.92,4890,unknown,unknown,left,unknown,NO
1744349482.63,4900,unknown,unknown,left,unknown,NO
1744349483.33,4910,unknown,unknown,center,unknown,NO
1744349484.04,4920,unknown,unknown,right,unknown,NO
1744349484.75,4930,unknown,unknown,left,unknown,NO
1744349485.44,4940,unknown,unknown,right,unknown,NO
1744349486.15,4950,unknown,unknown,left,unknown,NO
1744349486.86,4960,unknown,unknown,left,unknown,NO
1744349487.57,4970,unknown,unknown,right,unknown,NO
1744349488.28,4980,unknown,unknown,left,unknown,NO
1744349488.98,4990,unknown,unknown,right,unknown,NO
1744349489.7,5000,unknown,unknown,left,unknown,NO
1744349490.4,5010,unknown,unknown,right,unknown,NO
1744349491.1,5020,unknown,unknown,left,unknown,NO
1744349491.82,5030,unknown,unknown,center,unknown,NO
1744349492.52,5040,unknown,unknown,right,unknown,NO
1744349493.22,5050,unknown,unknown,left,unknown,NO
1744349493.94,5060,unknown,unknown,left,unknown,NO
1744349494.64,5070,unknown,unknown,right,unknown,NO
1744349495.36,5080,unknown,unknown,left,unknown,NO
1744349496.05,5090,unknown,unknown,center,unknown,NO
1744349496.77,5100,unknown,unknown,right,unknown,NO
1744349497.47,5110,unknown,unknown,center,unknown,NO
1744349498.18,5120,unknown,unknown,center,unknown,NO
1744349498.88,5130,unknown,unknown,right,unknown,NO
1744349499.6,5140,unknown,unknown,left,unknown,NO
1744349500.3,5150,unknown,unknown,center,unknown,NO
1744349501.02,5160,unknown,unknown,unknown,unknown,NO
1744349501.76,5170,unknown,unknown,left,unknown,NO
1744349502.46,5180,unknown,unknown,unknown,unknown,NO
1744349503.17,5190,unknown,unknown,right,unknown,NO
1744349503.87,5200,unknown,unknown,right,unknown,NO
1744349504.58,5210,unknown,unknown,left,unknown,NO
1744349505.28,5220,unknown,unknown,right,unknown,NO
1744349505.99,5230,unknown,unknown,left,unknown,NO
1744349506.7,5240,unknown,unknown,center,unknown,NO
1744349507.41,5250,unknown,unknown,right,unknown,NO
1744349508.11,5260,unknown,unknown,left,unknown,NO
1744349508.83,5270,unknown,unknown,right,unknown,NO
1744349509.52,5280,unknown,unknown,left,unknown,NO
1744349510.22,5290,unknown,unknown,center,unknown,NO
1744349510.94,5300,unknown,unknown,right,unknown,NO
1744349511.65,5310,unknown,unknown,left,unknown,NO
1744349512.35,5320,unknown,unknown,right,unknown,NO
1744349513.06,5330,unknown,unknown,center,unknown,NO
1744349513.77,5340,unknown,unknown,left,unknown,NO
1744349514.47,5350,unknown,unknown,right,unknown,NO
1744349515.18,5360,unknown,unknown,left,unknown,NO
1744349515.89,5370,unknown,unknown,center,unknown,NO
1744349516.58,5380,unknown,unknown,left,unknown,NO
1744349517.3,5390,unknown,unknown,center,unknown,NO
1744349518.01,5400,unknown,unknown,right,unknown,NO
1744349518.71,5410,unknown,unknown,left,unknown,NO
1744349519.41,5420,unknown,unknown,center,unknown,NO
1744349520.13,5430,unknown,unknown,right,unknown,NO
1744349520.84,5440,unknown,unknown,right,unknown,NO
1744349521.55,5450,unknown,unknown,left,unknown,NO
1744349522.25,5460,unknown,unknown,center,unknown,NO
1744349522.96,5470,unknown,unknown,right,unknown,NO
1744349523.67,5480,unknown,unknown,left,unknown,NO
1744349524.37,5490,unknown,unknown,center,unknown,NO
1744349525.07,5500,unknown,unknown,center,unknown,NO
1744349525.79,5510,unknown,unknown,center,unknown,NO
1744349526.49,5520,unknown,unknown,right,unknown,NO
1744349527.2,5530,unknown,unknown,left,unknown,NO
1744349527.91,5540,unknown,unknown,right,unknown,NO
1744349528.6,5550,unknown,unknown,left,unknown,NO
1744349529.32,5560,unknown,unknown,left,unknown,NO
1744349530.03,5570,unknown,unknown,left,unknown,NO
1744349530.73,5580,unknown,unknown,right,unknown,NO
1744349531.44,5590,unknown,unknown,center,unknown,NO
1744349532.15,5600,unknown,unknown,center,unknown,NO
1744349532.86,5610,unknown,unknown,right,unknown,NO
1744349533.56,5620,unknown,unknown,left,unknown,NO
1744349534.27,5630,unknown,unknown,left,unknown,NO
1744349534.98,5640,unknown,unknown,center,unknown,NO
1744349535.68,5650,unknown,unknown,center,unknown,NO
1744349536.39,5660,unknown,unknown,left,unknown,NO
1744349537.1,5670,unknown,unknown,right,unknown,NO
1744349537.81,5680,unknown,unknown,left,unknown,NO
1744349538.5,5690,unknown,unknown,right,unknown,NO
1744349539.22,5700,unknown,unknown,left,unknown,NO
1744349539.92,5710,unknown,unknown,center,unknown,NO
1744349540.62,5720,unknown,unknown,right,unknown,NO
1744349541.34,5730,unknown,unknown,left,unknown,NO
1744349542.04,5740,unknown,unknown,right,unknown,NO
1744349542.76,5750,unknown,unknown,right,unknown,NO
1744349543.45,5760,unknown,unknown,left,unknown,NO
1744349544.19,5770,unknown,unknown,right,unknown,NO
1744349544.91,5780,unknown,open,center,unknown,NO
1744349545.61,5790,unknown,unknown,left,unknown,NO
1744349546.32,5800,unknown,open,left,unknown,NO
1744349547.03,5810,unknown,unknown,left,unknown,NO
1744349547.75,5820,unknown,unknown,right,unknown,NO
1744349548.44,5830,unknown,unknown,right,unknown,NO
1744349549.15,5840,unknown,unknown,left,unknown,NO
1744349549.86,5850,unknown,unknown,center,unknown,NO
1744349550.56,5860,unknown,unknown,left,unknown,NO
1744349551.27,5870,unknown,unknown,left,unknown,NO
1744349551.98,5880,unknown,unknown,center,unknown,NO
1744349552.68,5890,unknown,unknown,center,unknown,NO
1744349553.39,5900,unknown,unknown,center,unknown,NO
1744349554.1,5910,unknown,unknown,right,unknown,NO
1744349554.8,5920,unknown,unknown,center,unknown,NO
1744349555.52,5930,unknown,unknown,center,unknown,NO
1744349556.22,5940,unknown,unknown,center,unknown,NO
1744349556.93,5950,unknown,unknown,left,unknown,NO
1744349557.64,5960,unknown,unknown,right,unknown,NO
1744349558.34,5970,unknown,gripping,right,unknown,NO
1744349559.05,5980,unknown,open,left,unknown,NO
1744349559.75,5990,unknown,gripping,center,unknown,NO
1744349560.46,6000,unknown,unknown,center,unknown,NO
1744349561.17,6010,unknown,unknown,center,unknown,NO
1744349561.88,6020,unknown,unknown,center,unknown,NO
1744349562.58,6030,unknown,unknown,center,unknown,NO
1744349563.29,6040,unknown,unknown,center,unknown,NO
1744349564.0,6050,unknown,unknown,center,unknown,NO
1744349564.71,6060,unknown,unknown,right,unknown,NO
1744349565.41,6070,unknown,unknown,left,unknown,NO
1744349566.12,6080,unknown,unknown,center,unknown,NO
1744349566.83,6090,unknown,unknown,center,unknown,NO
1744349567.53,6100,unknown,unknown,right,unknown,NO
1744349568.24,6110,unknown,unknown,center,unknown,NO
1744349568.94,6120,unknown,gripping,right,unknown,NO
1744349569.64,6130,unknown,gripping,left,unknown,NO
1744349570.35,6140,unknown,gripping,left,unknown,NO
1744349571.06,6150,unknown,gripping,right,unknown,NO
1744349571.76,6160,unknown,unknown,left,unknown,NO
1744349572.47,6170,unknown,gripping,left,unknown,NO
1744349573.19,6180,unknown,gripping,right,unknown,NO
1744349573.89,6190,unknown,unknown,right,unknown,NO
1744349574.59,6200,unknown,unknown,right,unknown,NO
1744349575.29,6210,unknown,unknown,center,unknown,NO
1744349576.0,6220,unknown,unknown,center,unknown,NO
1744349576.71,6230,unknown,unknown,center,unknown,NO
1744349577.42,6240,unknown,unknown,right,unknown,NO
1744349578.12,6250,unknown,unknown,center,unknown,NO
1744349578.83,6260,unknown,unknown,center,unknown,NO
1744349579.54,6270,unknown,unknown,center,unknown,NO
1744349580.24,6280,unknown,unknown,left,unknown,NO
1744349580.95,6290,unknown,unknown,left,unknown,NO
1744349581.66,6300,unknown,unknown,right,unknown,NO
1744349582.36,6310,unknown,unknown,left,unknown,NO
1744349583.07,6320,unknown,unknown,right,unknown,NO
1744349583.78,6330,unknown,unknown,right,unknown,NO
1744349584.49,6340,unknown,unknown,left,unknown,NO
1744349585.19,6350,unknown,unknown,right,unknown,NO
1744349585.9,6360,unknown,unknown,left,unknown,NO
1744349586.61,6370,unknown,unknown,right,unknown,NO
1744349587.31,6380,unknown,unknown,right,unknown,NO
1744349588.02,6390,unknown,unknown,right,unknown,NO
1744349588.73,6400,unknown,unknown,center,unknown,NO
1744349589.43,6410,unknown,unknown,left,unknown,NO
1744349590.14,6420,unknown,unknown,center,unknown,NO
1744349590.85,6430,unknown,unknown,left,unknown,NO
1744349591.56,6440,unknown,unknown,center,unknown,NO
1744349592.26,6450,unknown,unknown,right,unknown,NO
1744349592.97,6460,unknown,unknown,right,unknown,NO
1744349593.69,6470,unknown,unknown,right,unknown,NO
1744349594.4,6480,unknown,unknown,left,unknown,NO
1744349595.1,6490,unknown,unknown,left,unknown,NO
1744349595.81,6500,unknown,unknown,left,unknown,NO
1744349596.51,6510,unknown,unknown,left,unknown,NO
1744349597.22,6520,unknown,unknown,right,unknown,NO
1744349597.93,6530,unknown,unknown,right,unknown,NO
1744349598.64,6540,unknown,unknown,center,unknown,NO
1744349599.35,6550,unknown,unknown,left,unknown,NO
1744349600.05,6560,unknown,unknown,left,unknown,NO
1744349600.76,6570,unknown,unknown,center,unknown,NO
1744349601.46,6580,unknown,unknown,right,unknown,NO
1744349602.17,6590,unknown,unknown,left,unknown,NO
1744349602.88,6600,unknown,unknown,right,unknown,NO
1744349603.58,6610,unknown,unknown,center,unknown,NO
1744349604.29,6620,unknown,unknown,center,unknown,NO
1744349605.0,6630,unknown,unknown,center,unknown,NO
1744349605.71,6640,unknown,unknown,center,unknown,NO
1744349606.41,6650,unknown,unknown,center,unknown,NO
1744349607.12,6660,unknown,unknown,center,unknown,NO
1744349965.88,0,unknown,unknown,unknown,unknown,NO
1744349966.68,10,right,unknown,unknown,unknown,NO
1744349967.38,20,right,unknown,right,unknown,NO
1744349968.09,30,right,unknown,left,unknown,NO
1744349968.8,40,unknown,unknown,left,unknown,NO
1744349969.51,50,right,unknown,left,unknown,NO
1744349970.21,60,right,unknown,center,unknown,NO
1744349970.92,70,right,unknown,left,unknown,NO
1744349971.63,80,right,unknown,right,unknown,NO
1744349972.33,90,unknown,unknown,right,unknown,NO
1744349973.04,100,right,unknown,right,unknown,NO
1744349973.75,110,unknown,unknown,left,unknown,NO
1744349974.46,120,right,unknown,right,unknown,NO
1744349975.17,130,right,unknown,left,unknown,NO
1744349975.87,140,right,unknown,right,unknown,NO
1744349976.6,150,right,unknown,left,unknown,NO
1744349977.32,160,unknown,unknown,left,unknown,NO
1744349978.03,170,right,unknown,left,unknown,NO
1744349978.73,180,right,unknown,left,unknown,NO
1744349979.44,190,right,unknown,left,unknown,NO
1744349980.14,200,right,unknown,right,unknown,NO
1744349980.85,210,right,unknown,center,unknown,NO
1744349981.56,220,right,unknown,left,unknown,NO
1744349982.27,230,right,unknown,right,unknown,NO
1744349982.98,240,unknown,unknown,left,unknown,NO
1744349983.68,250,unknown,unknown,right,unknown,NO
1744349984.39,260,unknown,unknown,center,unknown,NO
1744349985.09,270,unknown,unknown,right,unknown,NO
1744349985.8,280,unknown,unknown,left,unknown,NO
1744349986.51,290,unknown,unknown,left,unknown,NO
1744349987.22,300,right,unknown,right,unknown,NO
1744349987.92,310,right,unknown,left,unknown,NO
1744349988.63,320,right,unknown,right,unknown,NO
1744349989.34,330,right,unknown,center,unknown,NO
1744349990.04,340,right,unknown,left,unknown,NO
1744349990.75,350,right,unknown,right,unknown,NO
1744349991.46,360,right,unknown,left,unknown,NO
1744349992.16,370,right,unknown,right,unknown,NO
1744349992.87,380,right,unknown,left,unknown,NO
1744349993.58,390,right,unknown,left,unknown,NO
1744349994.29,400,right,unknown,right,unknown,NO
1744349994.99,410,right,unknown,left,unknown,NO
1744349995.7,420,right,unknown,left,unknown,NO
1744349996.4,430,right,unknown,right,unknown,NO
1744349997.11,440,right,unknown,left,unknown,NO
1744349997.86,450,right,unknown,right,unknown,NO
1744349998.56,460,right,unknown,left,unknown,NO
1744349999.27,470,right,unknown,right,unknown,NO
1744349999.97,480,right,unknown,left,unknown,NO
1744350000.68,490,right,unknown,right,unknown,NO
1744350001.39,500,right,unknown,right,unknown,NO
1744350002.1,510,right,unknown,right,unknown,NO
1744350002.8,520,right,unknown,right,unknown,NO
1744350003.51,530,right,unknown,left,unknown,NO
1744350004.22,540,right,unknown,left,unknown,NO
1744350004.92,550,right,unknown,left,unknown,NO
1744350005.62,560,right,unknown,left,unknown,NO
1744350006.34,570,right,unknown,right,unknown,NO
1744350007.04,580,right,unknown,unknown,unknown,NO
1744350007.74,590,right,unknown,right,unknown,NO
1744350008.46,600,right,unknown,left,unknown,NO
1744350009.16,610,right,unknown,left,unknown,NO
1744350009.86,620,right,unknown,unknown,unknown,NO
1744350010.57,630,right,unknown,right,unknown,NO
1744350011.28,640,right,unknown,right,unknown,NO
1744350011.99,650,right,unknown,right,unknown,NO
1744350012.7,660,unknown,unknown,left,unknown,NO
1744350013.4,670,unknown,unknown,left,unknown,NO
1744350014.11,680,unknown,unknown,left,unknown,NO
1744350014.82,690,unknown,unknown,right,unknown,NO
1744350015.55,700,unknown,unknown,left,unknown,NO
1744350016.27,710,right,unknown,left,unknown,NO
1744350016.97,720,right,unknown,left,unknown,NO
1744350017.69,730,right,unknown,left,unknown,NO
1744350018.39,740,right,unknown,center,unknown,NO
1744350019.09,750,right,unknown,right,unknown,NO
1744350019.8,760,right,unknown,left,unknown,NO
1744350020.51,770,right,unknown,center,unknown,NO
1744350021.22,780,right,unknown,left,unknown,NO
1744350021.92,790,right,unknown,right,unknown,NO
1744350022.63,800,right,unknown,left,unknown,NO
1744350023.34,810,right,unknown,center,unknown,NO
1744350024.05,820,right,unknown,right,unknown,NO
1744350024.75,830,right,unknown,center,unknown,NO
1744350025.46,840,right,unknown,left,unknown,NO
1744350026.16,850,right,unknown,left,unknown,NO
1744350026.88,860,right,unknown,left,unknown,NO
1744350027.58,870,right,unknown,left,unknown,NO
1744350028.29,880,right,unknown,right,unknown,NO
1744350029.0,890,right,unknown,left,unknown,NO
1744350029.74,900,right,unknown,right,unknown,NO
1744350030.6,910,unknown,unknown,left,unknown,NO
1744350031.39,920,right,unknown,left,unknown,NO
1744350032.1,930,right,unknown,right,unknown,NO
1744350032.81,940,unknown,unknown,right,unknown,NO
1744350033.54,950,unknown,unknown,left,unknown,NO
1744350034.29,960,unknown,unknown,right,unknown,NO
1744350035.0,970,unknown,unknown,right,unknown,NO
1744350035.71,980,right,unknown,left,unknown,NO
1744350036.51,990,unknown,unknown,left,unknown,NO
1744350037.21,1000,unknown,unknown,right,unknown,NO
1744350037.96,1010,unknown,unknown,left,unknown,NO
1744350038.79,1020,unknown,unknown,right,unknown,NO
1744350039.52,1030,unknown,unknown,right,unknown,NO
1744350040.23,1040,unknown,unknown,right,unknown,NO
1744350040.93,1050,unknown,unknown,right,unknown,NO
1744350041.64,1060,unknown,unknown,right,unknown,NO
1744350042.35,1070,unknown,unknown,left,unknown,NO
1744350043.06,1080,unknown,unknown,right,unknown,NO
1744350043.76,1090,unknown,unknown,center,unknown,NO
1744350044.51,1100,unknown,unknown,center,unknown,NO
1744350045.29,1110,unknown,unknown,left,unknown,NO
1744350045.99,1120,unknown,unknown,right,unknown,NO
1744350046.69,1130,unknown,unknown,left,unknown,NO
1744350047.4,1140,unknown,unknown,right,unknown,NO
1744350048.11,1150,unknown,unknown,right,unknown,NO
1744350048.81,1160,unknown,unknown,left,unknown,NO
1744350049.52,1170,unknown,unknown,left,unknown,NO
1744350050.23,1180,unknown,unknown,right,unknown,NO
1744350050.94,1190,unknown,unknown,left,unknown,NO
1744350051.65,1200,unknown,unknown,center,unknown,NO
1744350052.35,1210,unknown,unknown,center,unknown,NO
1744350053.07,1220,unknown,unknown,right,unknown,NO
1744350053.77,1230,unknown,unknown,center,unknown,NO
1744350054.48,1240,unknown,unknown,left,unknown,NO
1744350055.18,1250,unknown,unknown,center,unknown,NO
1744350055.99,1260,unknown,unknown,left,unknown,NO
1744350056.71,1270,unknown,unknown,right,unknown,NO
1744350057.41,1280,unknown,unknown,center,unknown,NO
1744350385.95,0,unknown,unknown,unknown,unknown,NO
1744350386.71,10,unknown,unknown,left,unknown,NO
1744350387.5,20,center,unknown,right,unknown,NO
1744350388.2,30,right,unknown,left,unknown,NO
1744350388.9,40,right,unknown,right,unknown,NO
1744350389.61,50,center,unknown,left,unknown,NO
1744350390.53,60,left,unknown,right,unknown,NO
1744350391.3,70,left,unknown,left,unknown,NO
1744350392.06,80,left,unknown,left,unknown,NO
1744350392.81,90,left,unknown,left,unknown,NO
1744350393.52,100,center,unknown,right,unknown,NO
1744350394.22,110,right,unknown,left,unknown,NO
1744350394.93,120,left,unknown,right,unknown,NO
1744350395.63,130,left,unknown,left,unknown,NO
1744350396.34,140,unknown,unknown,right,unknown,NO
1744350397.05,150,right,unknown,center,unknown,NO
1744350397.75,160,left,unknown,left,unknown,NO
1744350398.51,170,left,unknown,left,unknown,NO
1744350399.21,180,left,unknown,right,unknown,NO
1744350399.92,190,unknown,unknown,right,unknown,NO
1744350400.63,200,unknown,unknown,left,unknown,NO
1744350401.33,210,unknown,unknown,left,unknown,NO
1744350402.11,220,unknown,unknown,left,unknown,NO
1744350402.82,230,unknown,unknown,right,unknown,NO
1744350403.52,240,unknown,unknown,center,unknown,NO
1744350404.31,250,unknown,unknown,unknown,unknown,NO
1744350405.08,260,unknown,unknown,left,unknown,NO
1744350405.87,270,unknown,unknown,right,unknown,NO
1744350406.69,280,unknown,gripping,right,unknown,NO
1744350407.36,290,unknown,gripping,center,unknown,NO
1744350408.03,300,unknown,gripping,center,unknown,NO
1744350408.73,310,unknown,open,unknown,unknown,NO
1744350409.51,320,unknown,open,unknown,unknown,NO
1744350410.26,330,unknown,open,right,unknown,NO
1744350410.93,340,unknown,open,left,unknown,NO
1744350411.6,350,unknown,open,right,unknown,NO
1744350412.26,360,unknown,open,center,unknown,NO
1744350412.93,370,unknown,open,center,unknown,NO
1744350413.6,380,unknown,open,left,unknown,NO
1744350414.29,390,unknown,unknown,right,unknown,NO
1744350415.07,400,unknown,unknown,center,unknown,NO
1744350415.86,410,unknown,unknown,left,unknown,NO
1744350416.53,420,left,unknown,left,unknown,NO
1744350417.23,430,left,unknown,center,unknown,NO
1744350418.04,440,left,unknown,right,unknown,NO
1744350419.05,450,left,unknown,left,unknown,NO
1744350419.9,460,left,unknown,left,unknown,NO
1744350420.74,470,left,unknown,left,unknown,NO
1744350421.54,480,left,unknown,right,unknown,NO
1744350422.31,490,left,unknown,left,unknown,NO
1744350423.03,500,left,open,right,medication,YES
1744350423.7,510,left,open,left,cup,NO
1744350424.37,520,unknown,open,right,unknown,NO
1744350425.04,530,left,open,left,cup,NO
1744350425.81,540,unknown,gripping,center,unknown,NO
1744350426.46,550,left,gripping,right,cup,NO
1744350427.14,560,left,gripping,left,cup,NO
1744350427.85,570,left,unknown,right,unknown,NO
1744350428.7,580,unknown,open,left,unknown,NO
1744350429.41,590,left,unknown,unknown,unknown,NO
1744350430.24,600,unknown,unknown,unknown,unknown,NO
1744350431.07,610,unknown,unknown,unknown,unknown,NO
1744350431.81,620,unknown,unknown,right,unknown,NO
1744350432.51,630,center,unknown,right,unknown,NO
1744350433.27,640,right,unknown,right,unknown,NO
1744350433.97,650,right,unknown,right,unknown,NO
1744350434.71,660,unknown,unknown,unknown,unknown,NO
1744350435.47,670,unknown,unknown,unknown,unknown,NO
1744350436.25,680,unknown,unknown,center,unknown,NO
1744350436.96,690,unknown,unknown,left,unknown,NO
1744350437.67,700,unknown,unknown,left,unknown,NO
1744350438.38,710,unknown,unknown,center,unknown,NO
1744350439.08,720,unknown,unknown,right,unknown,NO
1744350439.79,730,unknown,unknown,left,unknown,NO
1744350440.5,740,unknown,unknown,right,unknown,NO
1744350441.2,750,unknown,unknown,left,unknown,NO
1744350441.9,760,unknown,unknown,left,unknown,NO
1744350442.62,770,unknown,unknown,right,unknown,NO
1744350443.32,780,unknown,unknown,left,unknown,NO
1744350444.03,790,unknown,unknown,center,unknown,NO
1744350444.74,800,unknown,unknown,left,unknown,NO
1744350445.45,810,unknown,unknown,right,unknown,NO
1744350446.15,820,unknown,unknown,left,unknown,NO
1744350446.86,830,unknown,gripping,left,unknown,NO
1744350447.56,840,unknown,unknown,right,unknown,NO
1744350448.27,850,unknown,unknown,left,unknown,NO
1744350448.98,860,unknown,unknown,left,unknown,NO
1744350449.73,870,unknown,unknown,right,unknown,NO
1744350450.43,880,unknown,unknown,right,unknown,NO
1744350451.21,890,unknown,unknown,left,unknown,NO
1744350451.91,900,unknown,unknown,right,unknown,NO
1744350452.62,910,unknown,unknown,left,unknown,NO
1744350453.33,920,unknown,unknown,right,unknown,NO
1744350454.03,930,unknown,unknown,right,unknown,NO
1744350454.73,940,right,unknown,left,unknown,NO
1744350455.45,950,unknown,unknown,center,unknown,NO
1744350456.16,960,unknown,unknown,center,unknown,NO
1744350456.86,970,unknown,unknown,right,unknown,NO
1744350457.57,980,unknown,unknown,left,unknown,NO
1744350458.31,990,unknown,unknown,right,unknown,NO
1744350459.02,1000,unknown,unknown,right,unknown,NO
1744350459.72,1010,unknown,unknown,right,unknown,NO
1744350460.43,1020,unknown,unknown,left,unknown,NO
1744350461.18,1030,unknown,unknown,right,unknown,NO
1744350461.92,1040,unknown,unknown,left,unknown,NO
1744350462.62,1050,right,unknown,right,unknown,NO
1744350463.34,1060,unknown,unknown,center,unknown,NO
1744350464.04,1070,left,unknown,right,unknown,NO
1744350464.75,1080,left,unknown,left,unknown,NO
1744350465.57,1090,left,unknown,left,unknown,NO
1744350466.33,1100,left,unknown,right,unknown,NO
1744350467.03,1110,left,unknown,left,unknown,NO
1744350467.8,1120,left,unknown,right,unknown,NO
1744350468.56,1130,left,unknown,right,unknown,NO
1744350469.26,1140,left,unknown,left,unknown,NO
1744350469.94,1150,left,open,right,medication,YES
1744350470.63,1160,left,open,right,medication,YES
1744350471.38,1170,left,open,right,medication,YES
1744350472.13,1180,left,open,right,medication,YES
1744350472.8,1190,left,open,left,cup,NO
1744350473.5,1200,left,open,right,medication,YES
1744350474.17,1210,left,open,left,cup,NO
1744350474.83,1220,left,open,left,cup,NO
1744350475.58,1230,left,open,left,cup,NO
1744350476.41,1240,left,unknown,right,unknown,NO
1744350477.23,1250,left,unknown,right,unknown,NO
1744350478.11,1260,left,unknown,right,unknown,NO
1744350478.94,1270,right,open,right,medication,YES
1744350479.69,1280,unknown,open,left,unknown,NO
1744350480.55,1290,left,unknown,left,unknown,NO
1744350481.35,1300,left,unknown,left,unknown,NO
1744350482.1,1310,left,unknown,left,unknown,NO
1744350482.94,1320,left,unknown,center,unknown,NO
1744350483.75,1330,unknown,unknown,right,unknown,NO
1744350484.57,1340,right,gripping,left,cup,NO
1744350485.27,1350,right,unknown,center,unknown,NO
1744350485.99,1360,right,gripping,left,cup,NO
1744350486.73,1370,right,unknown,right,unknown,NO
1744350487.47,1380,unknown,unknown,left,unknown,NO
1744350488.17,1390,left,gripping,left,cup,NO
1744350488.91,1400,unknown,unknown,left,unknown,NO
1744350489.66,1410,unknown,unknown,right,unknown,NO
1744350490.43,1420,right,unknown,left,unknown,NO
1744350491.23,1430,right,unknown,unknown,unknown,NO
1744350492.08,1440,right,unknown,left,unknown,NO
1744350493.05,1450,right,unknown,right,unknown,NO
1744350493.76,1460,left,unknown,left,unknown,NO
1744350494.68,1470,left,unknown,left,unknown,NO
1744350495.43,1480,left,unknown,left,unknown,NO
1744350496.1,1490,left,unknown,right,unknown,NO
1744350496.77,1500,left,unknown,right,unknown,NO
1744350497.47,1510,left,open,right,medication,YES
1744350498.14,1520,left,open,left,cup,NO
1744350498.81,1530,left,unknown,right,unknown,NO
1744350499.51,1540,unknown,unknown,center,unknown,NO
1744350500.27,1550,unknown,unknown,center,unknown,NO
1744350501.07,1560,left,unknown,left,unknown,NO
1744350501.84,1570,left,gripping,center,remote,NO
1744350502.59,1580,right,unknown,left,unknown,NO
