timestamp,frame,gaze,hand,trajectory,predicted_action,alert_flag
1744350503.26,1590,right,unknown,center,unknown,NO
1744350503.92,1600,right,unknown,right,unknown,NO
1744350504.59,1610,right,unknown,left,unknown,NO
1744350505.26,1620,right,unknown,center,unknown,NO
1744350505.93,1630,right,unknown,right,unknown,NO
1744350506.59,1640,right,unknown,center,unknown,NO
1744350507.29,1650,right,unknown,right,unknown,NO
1744350507.95,1660,right,unknown,left,unknown,NO
1744350508.62,1670,right,unknown,center,unknown,NO
1744350509.29,1680,right,unknown,right,unknown,NO
1744350509.96,1690,right,unknown,left,unknown,NO
1744350510.69,1700,right,unknown,right,unknown,NO
1744350511.36,1710,center,unknown,right,unknown,NO
1744350512.02,1720,right,unknown,left,unknown,NO
1744350512.69,1730,center,unknown,center,unknown,NO
1744358540.51,0,unknown,unknown,unknown,unknown,NO
1744358541.29,10,left,unknown,center,unknown,NO
1744358541.96,20,right,unknown,left,unknown,NO
1744358542.62,30,right,unknown,left,unknown,NO
1744358543.29,40,right,unknown,right,unknown,NO
1744358543.96,50,right,unknown,left,unknown,NO
1744358544.63,60,right,unknown,left,unknown,NO
1744358545.5,70,right,unknown,right,unknown,NO
1744358546.33,80,right,unknown,right,unknown,NO
1744358547.34,90,left,unknown,center,unknown,NO
1744358548.03,100,left,unknown,left,unknown,NO
1744358548.7,110,left,unknown,center,unknown,NO
1744358549.4,120,right,unknown,left,unknown,NO
1744358550.13,130,right,open,right,medication,YES
1744358550.79,140,unknown,open,right,unknown,NO
1744358551.56,150,right,open,right,medication,YES
1744358552.23,160,right,open,left,cup,NO
1744358552.9,170,right,open,right,medication,YES
1744358553.56,180,right,open,left,cup,NO
1744358554.23,190,right,open,left,cup,NO
1744358554.89,200,right,open,right,medication,YES
1744358555.56,210,right,open,left,cup,NO
1744358556.23,220,right,open,right,medication,YES
1744358556.9,230,right,unknown,left,unknown,NO
1744358557.57,240,right,unknown,right,unknown,NO
1744358558.23,250,right,unknown,left,unknown,NO
1744358558.91,260,unknown,open,right,unknown,NO
1744358559.6,270,right,unknown,left,unknown,NO
1744358560.27,280,right,unknown,right,unknown,NO
1744358560.94,290,right,unknown,center,unknown,NO
1744358561.6,300,right,unknown,left,unknown,NO
1744358562.27,310,right,unknown,left,unknown,NO
1744358562.94,320,right,unknown,center,unknown,NO
1744358563.6,330,right,unknown,left,unknown,NO
1744358564.26,340,right,unknown,center,unknown,NO
1744358564.94,350,center,unknown,right,unknown,NO
1744358565.61,360,right,unknown,center,unknown,NO
1744358566.27,370,unknown,unknown,right,unknown,NO
1744358567.01,380,unknown,open,right,unknown,NO
1744358567.73,390,unknown,unknown,left,unknown,NO
1744358568.55,400,unknown,unknown,unknown,unknown,NO
1744358569.45,410,unknown,unknown,right,unknown,NO
1744358570.24,420,unknown,unknown,center,unknown,NO
1744358571.12,430,unknown,unknown,left,unknown,NO
1744358572.09,440,unknown,open,left,unknown,NO
1744358572.81,450,unknown,unknown,left,unknown,NO
1744358573.52,460,unknown,unknown,left,unknown,NO
1744358574.28,470,left,unknown,left,unknown,NO
1744358575.02,480,left,unknown,left,unknown,NO
1744358575.7,490,left,unknown,center,unknown,NO
1744358576.39,500,right,unknown,center,unknown,NO
1744358577.06,510,right,unknown,center,unknown,NO
1744358577.72,520,right,unknown,center,unknown,NO
1744358578.4,530,right,unknown,right,unknown,NO
1744358579.2,540,unknown,open,center,unknown,NO
1744358579.86,550,unknown,open,center,unknown,NO
1744358580.53,560,unknown,open,left,unknown,NO
1744358581.19,570,unknown,open,left,unknown,NO
1744358581.86,580,unknown,open,right,unknown,NO
1744358582.53,590,right,gripping,center,remote,NO
1744358583.19,600,right,gripping,right,emergency_button,YES
1744358583.86,610,right,open,left,cup,NO
1744358584.53,620,unknown,gripping,left,unknown,NO
1744358585.2,630,unknown,open,right,unknown,NO
1744358585.87,640,right,open,right,medication,YES
1744358586.53,650,right,open,left,cup,NO
1744358587.2,660,right,unknown,left,unknown,NO
1744358587.86,670,right,open,left,cup,NO
1744358588.53,680,right,unknown,left,unknown,NO
1744358589.27,690,right,gripping,right,emergency_button,YES
1744358590.04,700,right,open,left,cup,NO
1744358590.75,710,unknown,unknown,left,unknown,NO
1744358591.46,720,unknown,unknown,center,unknown,NO
1744358592.22,730,left,unknown,right,unknown,NO
1744358592.91,740,left,unknown,right,unknown,NO
1744358593.58,750,left,unknown,center,unknown,NO
1744358594.24,760,left,unknown,left,unknown,NO
1744358594.91,770,left,unknown,left,unknown,NO
1744358595.58,780,left,unknown,center,unknown,NO
1744358596.24,790,left,unknown,center,unknown,NO
1744358596.91,800,left,unknown,right,unknown,NO
1744358597.58,810,left,unknown,right,unknown,NO
1744358598.26,820,right,unknown,left,unknown,NO
1744358598.98,830,right,unknown,right,unknown,NO
1744358599.75,840,right,unknown,right,unknown,NO
1744358600.42,850,right,unknown,left,unknown,NO
1744358601.27,860,right,unknown,center,unknown,NO
1744358601.95,870,right,unknown,left,unknown,NO
1744358723.74,0,unknown,unknown,unknown,unknown,NO
1744358724.55,10,right,unknown,right,unknown,NO
1744358725.22,20,right,unknown,left,unknown,NO
1744358725.93,30,right,unknown,right,unknown,NO
1744358726.72,40,right,unknown,left,unknown,NO
1744358727.42,50,right,unknown,center,unknown,NO
1744358728.09,60,left,unknown,right,unknown,NO
1744358728.76,70,left,unknown,right,unknown,NO
1744358729.46,80,center,unknown,center,unknown,NO
1744358730.12,90,right,unknown,center,unknown,NO
1744358730.78,100,right,unknown,center,unknown,NO
1744358731.46,110,right,unknown,center,unknown,NO
1744358732.12,120,right,unknown,center,unknown,NO
1744358732.8,130,right,unknown,right,unknown,NO
1744358733.53,140,right,unknown,center,unknown,NO
1744358734.19,150,right,unknown,center,unknown,NO
1744358734.86,160,unknown,unknown,left,unknown,NO
1744358735.56,170,unknown,unknown,left,unknown,NO
1744358736.22,180,unknown,unknown,right,unknown,NO
1744358736.88,190,unknown,unknown,left,unknown,NO
1744358737.56,200,unknown,unknown,right,unknown,NO
1744358738.22,210,unknown,unknown,right,unknown,NO
1744358738.9,220,unknown,unknown,right,unknown,NO
1744358739.55,230,unknown,unknown,right,unknown,NO
1744358740.32,240,unknown,unknown,unknown,unknown,NO
1744358741.07,250,unknown,unknown,unknown,unknown,NO
1744358741.86,260,unknown,unknown,right,unknown,NO
1744358742.58,270,unknown,unknown,unknown,unknown,NO
1744358743.42,280,unknown,unknown,unknown,unknown,NO
1744358744.15,290,unknown,unknown,left,unknown,NO
1744358744.85,300,unknown,unknown,center,unknown,NO
1744358745.56,310,unknown,unknown,center,unknown,NO
1744358746.34,320,unknown,unknown,right,unknown,NO
1744358747.05,330,unknown,unknown,center,unknown,NO
1744358747.86,340,unknown,open,left,unknown,NO
1744358748.61,350,unknown,unknown,center,unknown,NO
1744358749.29,360,unknown,open,center,unknown,NO
1744358750.05,370,unknown,open,left,unknown,NO
1744358750.77,380,unknown,unknown,unknown,unknown,NO
1744358751.52,390,unknown,unknown,right,unknown,NO
1744358752.23,400,unknown,unknown,left,unknown,NO
1744358752.97,410,unknown,unknown,left,unknown,NO
1744358753.72,420,unknown,unknown,center,unknown,NO
1744358754.42,430,unknown,unknown,left,unknown,NO
1744358755.16,440,unknown,open,center,unknown,NO
1744358755.86,450,unknown,unknown,right,unknown,NO
1744358756.65,460,unknown,unknown,unknown,unknown,NO
1744358757.36,470,unknown,open,unknown,unknown,NO
1744358758.11,480,unknown,unknown,unknown,unknown,NO
1744358758.95,490,right,unknown,right,unknown,NO
1744358759.68,500,right,unknown,left,unknown,NO
1744358760.49,510,right,unknown,right,unknown,NO
1744358761.18,520,right,unknown,center,unknown,NO
1744358761.85,530,right,unknown,right,unknown,NO
1744358762.55,540,right,unknown,right,unknown,NO
1744358763.32,550,right,unknown,left,unknown,NO
1744358764.05,560,right,unknown,right,unknown,NO
1744358764.9,570,right,unknown,left,unknown,NO
1744358765.65,580,right,open,left,cup,NO
1744358766.32,590,right,open,left,cup,NO
1744358766.98,600,right,open,left,cup,NO
1744358767.65,610,right,open,right,medication,YES
1744358768.32,620,right,open,right,medication,YES
1744358768.99,630,right,open,center,remote,NO
1744358769.66,640,right,open,left,cup,NO
1744358770.32,650,right,open,left,cup,NO
1744358771.17,660,unknown,unknown,right,unknown,NO
1744358771.91,670,unknown,open,left,unknown,NO
1744358772.58,680,right,open,right,medication,YES
1744358773.26,690,unknown,open,left,unknown,NO
1744358773.92,700,unknown,unknown,right,unknown,NO
1744358774.72,710,unknown,unknown,left,unknown,NO
1744358775.66,720,right,unknown,right,unknown,NO
1744358776.42,730,unknown,open,right,unknown,NO
1744358777.09,740,unknown,open,left,unknown,NO
1744358777.76,750,unknown,open,right,unknown,NO
1744358778.42,760,unknown,open,left,unknown,NO
1744358779.15,770,unknown,open,right,unknown,NO
1744358779.83,780,unknown,open,left,unknown,NO
1744358780.76,790,unknown,unknown,right,unknown,NO
1744358781.43,800,unknown,unknown,left,unknown,NO
1744358782.17,810,unknown,unknown,right,unknown,NO
1744358783.04,820,unknown,unknown,right,unknown,NO
1744358783.85,830,unknown,unknown,left,unknown,NO
1744358784.56,840,unknown,unknown,left,unknown,NO
1744358785.26,850,unknown,unknown,left,unknown,NO
1744358785.97,860,unknown,unknown,left,unknown,NO
1744358786.67,870,unknown,unknown,right,unknown,NO
1744358787.38,880,unknown,unknown,unknown,unknown,NO
1744358788.15,890,unknown,unknown,unknown,unknown,NO
1744358788.86,900,unknown,unknown,unknown,unknown,NO
1744358789.6,910,unknown,unknown,right,unknown,NO
1744358790.32,920,unknown,unknown,unknown,unknown,NO
1744358791.09,930,unknown,unknown,unknown,unknown,NO
1744358791.9,940,unknown,unknown,unknown,unknown,NO
1744358792.68,950,unknown,unknown,unknown,unknown,NO
1744358793.38,960,unknown,unknown,unknown,unknown,NO
1744358794.2,970,unknown,unknown,unknown,unknown,NO
1744358794.94,980,unknown,unknown,left,unknown,NO
1744358795.69,990,unknown,unknown,unknown,unknown,NO
1744358796.5,1000,unknown,unknown,right,unknown,NO
1744370631.6,0,center,unknown,idle,unknown,NO
1744370632.39,10,right,unknown,center,unknown,NO
1744370633.06,20,right,unknown,right,unknown,NO
1744370633.79,30,right,unknown,right,unknown,NO
1744370634.46,40,right,unknown,right,unknown,NO
1744370635.13,50,right,unknown,left,unknown,NO
1744370635.79,60,right,unknown,left,unknown,NO
1744370636.49,70,right,unknown,left,unknown,NO
1744370637.16,80,right,unknown,center,unknown,NO
1744370637.86,90,right,unknown,center,unknown,NO
1744370638.59,100,right,open,right,medication,YES
1744370639.25,110,right,open,right,medication,YES
1744370640.1,120,right,unknown,left,unknown,NO
1744370640.93,130,right,open,right,medication,YES
1744370641.69,140,right,unknown,left,unknown,NO
1744370642.36,150,unknown,unknown,left,unknown,NO
1744370643.03,160,left,unknown,right,unknown,NO
1744370643.7,170,left,unknown,left,unknown,NO
1744370644.36,180,left,unknown,right,unknown,NO
1744370645.03,190,left,open,right,medication,YES
1744370645.7,200,left,open,left,cup,NO
1744370646.37,210,left,open,right,medication,YES
1744370647.03,220,left,gripping,left,cup,NO
1744370647.7,230,left,unknown,left,unknown,NO
1744370648.36,240,left,gripping,center,remote,NO
1744370649.03,250,left,unknown,right,unknown,NO
1744370649.7,260,left,unknown,left,unknown,NO
1744370650.37,270,left,open,right,medication,YES
1744370651.1,280,right,unknown,left,unknown,NO
1744370651.77,290,left,unknown,right,unknown,NO
1744370652.43,300,right,unknown,right,unknown,NO
1744370653.1,310,right,unknown,right,unknown,NO
1744370653.77,320,right,unknown,left,unknown,NO
1744370654.44,330,right,unknown,right,unknown,NO
1744370655.11,340,right,unknown,right,unknown,NO
1744370655.77,350,right,unknown,left,unknown,NO
1744370656.44,360,right,unknown,left,unknown,NO
1744370657.1,370,right,unknown,right,unknown,NO
1744370657.77,380,right,unknown,left,unknown,NO
1744370658.44,390,right,unknown,right,unknown,NO
1744370659.11,400,right,unknown,center,unknown,NO
1744370659.77,410,right,unknown,right,unknown,NO
1744370660.44,420,right,gripping,right,emergency_button,YES
1744370661.11,430,right,unknown,left,unknown,NO
1744370661.77,440,right,unknown,left,unknown,NO
1744370662.45,450,right,unknown,right,unknown,NO
1744370663.11,460,right,unknown,center,unknown,NO
1744370663.81,470,right,open,left,cup,NO
1744370664.48,480,right,unknown,right,unknown,NO
1744370665.14,490,right,unknown,left,unknown,NO
1744370665.81,500,right,unknown,left,unknown,NO
1744370666.51,510,right,open,right,medication,YES
1744370667.17,520,right,open,center,remote,NO
1744370667.84,530,right,unknown,left,unknown,NO
1744370668.65,540,right,unknown,center,unknown,NO
1744370669.31,550,right,unknown,center,unknown,NO
1744370670.02,560,right,open,unknown,unknown,NO
1744370670.67,570,right,open,unknown,unknown,NO
1744370671.38,580,right,open,right,medication,YES
1744370672.04,590,right,open,left,cup,NO
1744370672.71,600,right,open,left,cup,NO
1744370673.38,610,right,open,center,remote,NO
1744370674.05,620,right,open,center,remote,NO
1744370674.71,630,right,open,left,cup,NO
1744370675.38,640,right,open,center,remote,NO
1744370676.05,650,right,open,left,cup,NO
1744370676.76,660,left,unknown,left,unknown,NO
1744370677.48,670,left,unknown,right,unknown,NO
1744370678.15,680,right,open,right,medication,YES
1744370678.81,690,left,unknown,left,unknown,NO
1744370679.55,700,right,open,unknown,unknown,NO
1744370680.21,710,right,open,right,medication,YES
1744370680.88,720,right,open,left,cup,NO
1744370681.59,730,right,unknown,right,unknown,NO
1744370682.26,740,right,unknown,center,unknown,NO
1744370682.93,750,right,unknown,center,unknown,NO
1744370683.58,760,right,unknown,center,unknown,NO
1744370684.26,770,right,unknown,right,unknown,NO
1744370684.93,780,right,unknown,center,unknown,NO
1744370685.59,790,right,unknown,left,unknown,NO
1744370686.26,800,right,unknown,center,unknown,NO
1744370686.93,810,right,unknown,right,unknown,NO
1744370687.59,820,right,unknown,center,unknown,NO
1744370688.26,830,right,unknown,left,unknown,NO
1744370688.95,840,left,open,left,cup,NO
1744370689.63,850,left,unknown,left,unknown,NO
1744370690.36,860,left,unknown,right,unknown,NO
1744370691.05,870,right,unknown,left,unknown,NO
1744370691.72,880,right,unknown,center,unknown,NO
1744370692.39,890,right,unknown,center,unknown,NO
1744370693.06,900,right,unknown,right,unknown,NO
1744370693.72,910,right,unknown,center,unknown,NO
1744370694.39,920,right,unknown,center,unknown,NO
1744370695.06,930,right,unknown,right,unknown,NO
1744370695.72,940,right,unknown,center,unknown,NO
1744370696.39,950,right,unknown,center,unknown,NO
1744370697.06,960,right,unknown,center,unknown,NO
1744370697.73,970,right,unknown,center,unknown,NO
1744370698.39,980,right,unknown,right,unknown,NO
1744371093.86,0,unknown,unknown,unknown,unknown,NO
1744371094.83,10,right,unknown,center,unknown,NO
1744371095.82,20,right,unknown,center,unknown,NO
1744371096.79,30,right,unknown,center,unknown,NO
1744371097.79,40,right,unknown,center,unknown,NO
1744371098.79,50,right,unknown,center,unknown,NO
1744371099.75,60,right,unknown,center,unknown,NO
1744371100.53,70,right,unknown,left,unknown,NO
1744371101.52,80,right,unknown,left,unknown,NO
1744371102.31,90,right,unknown,center,unknown,NO
1744371103.11,100,right,unknown,center,unknown,NO
1744371103.9,110,right,open,right,medication,YES
1744371104.69,120,right,open,right,medication,YES
1744371105.38,130,right,gripping,left,cup,NO
1744371106.04,140,right,open,right,medication,YES
1744371106.71,150,right,open,center,remote,NO
1744371107.44,160,right,open,left,cup,NO
1744371108.4,170,right,unknown,right,unknown,NO
1744371109.15,180,right,gripping,left,cup,NO
1744371109.81,190,right,gripping,center,remote,NO
1744371110.48,200,right,gripping,center,remote,NO
1744371111.15,210,right,gripping,left,cup,NO
1744371111.82,220,right,gripping,center,remote,NO
1744371112.59,230,right,open,center,remote,NO
1744371113.35,240,right,gripping,center,remote,NO
1744371114.19,250,right,unknown,left,unknown,NO
1744371114.9,260,right,open,right,medication,YES
1744371115.78,270,right,open,right,medication,YES
1744371116.5,280,right,unknown,right,unknown,NO
1744371117.22,290,right,open,right,medication,YES
1744371117.95,300,right,unknown,left,unknown,NO
1744371118.84,310,right,unknown,left,unknown,NO
1744371119.84,320,right,unknown,right,unknown,NO
1744371120.75,330,right,gripping,right,emergency_button,YES
1744371121.42,340,right,unknown,left,unknown,NO
1744371122.26,350,right,unknown,left,unknown,NO
1744371123.13,360,right,unknown,left,unknown,NO
1744371124.11,370,right,unknown,right,unknown,NO
1744371124.87,380,right,unknown,right,unknown,NO
1744371125.8,390,right,open,right,medication,YES
1744371126.56,400,left,open,left,cup,NO
1744371127.26,410,left,open,left,cup,NO
1744371127.92,420,left,open,right,medication,YES
1744371128.59,430,center,gripping,center,remote,NO
1744371129.25,440,right,gripping,center,remote,NO
1744371129.92,450,center,gripping,right,remote,NO
1744371130.64,460,center,open,center,remote,NO
1744371131.33,470,right,gripping,center,remote,NO
1744371131.99,480,right,gripping,center,remote,NO
1744371132.66,490,left,open,center,remote,NO
1744371133.33,500,left,open,left,cup,NO
1744371134.09,510,left,unknown,right,unknown,NO
1744371135.01,520,right,unknown,right,unknown,NO
1744371135.9,530,right,unknown,center,unknown,NO
1744371136.74,540,right,unknown,center,unknown,NO
1744371137.53,550,right,unknown,center,unknown,NO
1744371138.28,560,right,unknown,center,unknown,NO
1744371139.03,570,right,open,center,remote,NO
1744371139.69,580,right,open,center,remote,NO
1744371140.36,590,right,open,center,remote,NO
1744371141.03,600,right,open,right,medication,YES
1744371141.7,610,right,open,left,cup,NO
1744371142.54,620,right,open,right,medication,YES
1744371143.2,630,right,open,center,remote,NO
1744371143.87,640,right,open,right,medication,YES
1744371144.53,650,right,unknown,left,unknown,NO
1744371145.3,660,right,open,left,cup,NO
1744371146.11,670,right,open,right,medication,YES
1744371147.0,680,left,unknown,right,unknown,NO
1744371147.76,690,left,unknown,left,unknown,NO
1744371148.56,700,right,unknown,left,unknown,NO
1744371149.45,710,left,open,center,remote,NO
1744371150.12,720,unknown,open,left,unknown,NO
1744371150.99,730,left,unknown,right,unknown,NO
1744371151.98,740,left,unknown,right,unknown,NO
1744371152.87,750,center,unknown,center,unknown,NO
1744371153.71,760,left,unknown,left,unknown,NO
1744371154.72,770,right,unknown,right,unknown,NO
1744371155.57,780,left,gripping,right,cup,NO
1744371156.35,790,left,unknown,left,unknown,NO
1744371157.21,800,right,open,right,medication,YES
1744371157.88,810,right,gripping,right,emergency_button,YES
1744371158.75,820,right,unknown,left,unknown,NO
1744371159.47,830,right,open,center,remote,NO
1744371160.19,840,left,unknown,right,unknown,NO
1744371160.93,850,left,open,left,cup,NO
1744371161.59,860,right,open,right,medication,YES
1744371162.46,870,right,unknown,left,unknown,NO
1744371163.46,880,right,unknown,center,unknown,NO
1744371164.46,890,right,unknown,right,unknown,NO
1744371165.46,900,right,unknown,right,unknown,NO
1744371166.46,910,right,unknown,left,unknown,NO
1744371167.46,920,right,unknown,center,unknown,NO
1744371168.46,930,right,unknown,center,unknown,NO
1744371169.47,940,right,unknown,center,unknown,NO
1744371170.46,950,right,unknown,center,unknown,NO
1744371171.47,960,right,unknown,center,unknown,NO
1744371172.46,970,right,unknown,right,unknown,NO
1744371173.18,980,right,open,right,medication,YES
1744371173.85,990,left,open,left,cup,NO
1744371174.66,1000,left,unknown,left,unknown,NO
1744371175.58,1010,unknown,open,unknown,unknown,NO
1744371397.7,0,unknown,unknown,unknown,unknown,NO
1744371398.53,10,left,unknown,left,unknown,NO
1744371399.28,20,left,unknown,center,unknown,NO
1744371400.06,30,left,unknown,center,unknown,NO
1744371400.72,40,left,unknown,center,unknown,NO
1744371401.38,50,left,unknown,right,unknown,NO
1744371402.08,60,left,unknown,right,unknown,NO
1744371402.75,70,right,unknown,left,unknown,NO
1744371403.62,80,unknown,gripping,unknown,unknown,NO
1744371404.28,90,unknown,unknown,unknown,unknown,NO
1744371405.02,100,right,unknown,right,unknown,NO
1744371405.97,110,right,unknown,left,unknown,NO
1744371406.97,120,right,unknown,left,unknown,NO
1744371407.9,130,right,gripping,left,cup,NO
1744371408.78,140,right,open,left,cup,NO
1744371409.45,150,right,open,center,remote,NO
1744371410.11,160,right,gripping,right,emergency_button,YES
1744371410.78,170,right,gripping,right,emergency_button,YES
1744371411.45,180,right,open,right,medication,YES
1744371412.16,190,right,open,center,remote,NO
1744371412.82,200,right,open,center,remote,NO
1744371413.53,210,right,open,left,cup,NO
1744371414.38,220,right,unknown,left,unknown,NO
1744371415.33,230,right,unknown,right,unknown,NO
1744371416.26,240,right,open,right,medication,YES
1744371417.21,250,right,open,right,medication,YES
1744371417.88,260,right,open,center,remote,NO
1744371418.55,270,right,open,left,cup,NO
1744371419.22,280,right,open,left,cup,NO
1744371419.92,290,right,open,right,medication,YES
1744371420.59,300,right,open,center,remote,NO
1744371421.26,310,right,open,left,cup,NO
1744371421.92,320,right,open,left,cup,NO
1744371422.59,330,right,open,right,medication,YES
1744371423.26,340,right,open,left,cup,NO
1744371423.93,350,right,unknown,left,unknown,NO
1744371424.83,360,right,open,left,cup,NO
1744371425.49,370,right,open,center,remote,NO
1744371426.19,380,right,gripping,right,emergency_button,YES
1744371426.86,390,right,gripping,right,emergency_button,YES
1744371427.53,400,right,gripping,center,remote,NO
1744371428.2,410,right,gripping,left,cup,NO
1744371428.87,420,right,gripping,left,cup,NO
1744371429.67,430,right,open,right,medication,YES
1744371430.41,440,right,unknown,right,unknown,NO
1744371431.2,450,right,open,right,medication,YES
1744371431.87,460,right,open,left,cup,NO
1744371432.53,470,right,open,right,medication,YES
1744371433.2,480,right,open,left,cup,NO
1744371433.87,490,right,open,right,medication,YES
1744371434.53,500,right,open,center,remote,NO
1744371435.24,510,right,unknown,left,unknown,NO
1744371436.07,520,left,open,center,remote,NO
1744371436.73,530,left,open,left,cup,NO
1744371437.4,540,left,open,left,cup,NO
1744371438.07,550,left,open,center,remote,NO
1744371438.73,560,left,open,right,medication,YES
1744371439.4,570,left,open,right,medication,YES
1744371440.07,580,left,open,left,cup,NO
1744371440.73,590,left,open,left,cup,NO
1744371441.4,600,left,open,left,cup,NO
1744371442.07,610,left,gripping,right,cup,NO
1744371442.73,620,left,unknown,right,unknown,NO
1744371443.47,630,left,unknown,center,unknown,NO
1744371444.2,640,left,open,center,remote,NO
1744371444.87,650,left,open,center,remote,NO
1744371445.53,660,right,open,right,medication,YES
1744371446.2,670,right,gripping,right,emergency_button,YES
1744371447.08,680,left,open,left,cup,NO
1744371447.81,690,right,unknown,center,unknown,NO
1744371448.6,700,left,open,left,cup,NO
1744371449.27,710,left,open,left,cup,NO
1744371449.94,720,left,open,right,medication,YES
1744371450.61,730,left,open,right,medication,YES
1744371451.28,740,left,open,left,cup,NO
1744371451.94,750,left,open,left,cup,NO
1744371452.64,760,left,unknown,right,unknown,NO
1744371453.51,770,right,open,center,remote,NO
1744371454.19,780,right,unknown,center,unknown,NO
1744371454.97,790,right,open,left,cup,NO
1744371455.67,800,center,open,left,remote,NO
1744371456.34,810,center,gripping,right,remote,NO
1744371457.01,820,right,gripping,right,emergency_button,YES
1744371457.68,830,left,open,center,remote,NO
1744371458.34,840,left,open,left,cup,NO
1744371459.01,850,left,open,right,medication,YES
1744371459.84,860,right,gripping,center,remote,NO
1744371460.56,870,right,unknown,center,unknown,NO
1744371461.35,880,unknown,gripping,center,unknown,NO
1744371462.12,890,unknown,unknown,right,unknown,NO
1744371462.8,900,unknown,unknown,unknown,unknown,NO
1744371463.47,910,unknown,unknown,unknown,unknown,NO
1744371464.22,920,left,unknown,left,unknown,NO
1744371464.92,930,left,unknown,left,unknown,NO
1744371465.58,940,unknown,unknown,center,unknown,NO
1744371466.25,950,unknown,unknown,left,unknown,NO
1744371466.92,960,unknown,unknown,left,unknown,NO
1744371467.59,970,left,unknown,right,unknown,NO
1744371468.28,980,right,unknown,center,unknown,NO
1744371468.95,990,center,unknown,right,unknown,NO
1744371469.62,1000,right,unknown,left,unknown,NO
